wavelength,Filter A,Filter B,Radiation A,Radiation B,Radiation C,normalized_radiation_A,normalized_radiation_B,normalized_radiation_C
1340,93.8884,0.0,0.0782868601016687,0.004050637775474329,2.8036203236776595e-07,0.01038592046670642,0.0,2.4529529959189734e-10
1350,94.5449,0.0,0.0771312383048028,0.004408876255220793,3.3440379405791437e-07,0.010304159917157184,0.0,2.925777008939039e-10
1360,96.1241,0.0,0.0759756165079369,0.004791515478695202,3.9772157919480577e-07,0.010319310945563577,0.0,3.4797591206921593e-10
1370,96.9941,0.0,0.133077502161991,0.005199644734335668,4.717057622228712e-07,0.01823871083172243,0.0,4.127064042391593e-10
1380,96.2323,0.0,0.09541858096844359,0.0056343664172367304,5.579233697211688e-07,0.012974720135851991,0.0,4.881402056094159e-10
1390,95.6883,0.0,0.0729160991519965,0.006096794421587933,6.58136156545476e-07,0.00985885423028454,0.0,5.758187167095287e-10
1400,95.0893,0.0,0.0737486642658861,0.006588052492475281,7.743200172536381e-07,0.009909003656738828,0.0,6.77470693902959e-10
1410,93.7414,0.0,0.0769820588569139,0.0071092725425358225,9.086857807509767e-07,0.010196829012001717,0.0,7.95030443108726e-10
1420,89.3164,0.0,0.111094007291824,0.007661592938979356,1.0637014335444017e-06,0.01402058136646803,0.0,9.306572634462167e-10
1430,79.3951,0.0,0.10489384867184,0.008246156766483787,1.2421158140829937e-06,0.011767600066438677,0.0,1.0867561779679547e-09
1440,64.582,0.0,0.09815237062614961,0.00886411007144021,1.446983817395474e-06,0.0089568739655698,0.0,1.2659999857864434e-09
1450,50.1068,0.0,0.0885205782488753,0.009516600092964613,1.6816931456177453e-06,0.0062673664696314664,0.0,1.4713526667363847e-09
1460,38.3031,0.0,0.0857958297218506,0.010204773486014451,1.9499926360484545e-06,0.004643487517926043,0.0,1.7060941662530677e-09
1470,30.1811,0.0,0.0907866516153808,0.010929774541845037,2.2560221940891196e-06,0.003871695936127852,0.0,1.9738465844017943e-09
1480,24.3992,0.0,0.22698118649381702,0.011692743410918782,2.6043443538345918e-06,0.00782545553968528,0.0,2.2786017889766555e-09
1490,20.4393,0.0,0.0877919183201058,0.012494814333240258,2.999977484196088e-06,0.0025355065478914174,0.0,2.6247504683142397e-09
1500,17.2906,0.0,0.0877919183201058,0.013337113880932469,3.448430653283951e-06,0.002144908559342607,0.0,3.0171126349575665e-09
1510,14.7774,0.0,0.0840605168661379,0.014220759217697946,3.955740158371655e-06,0.0017552309357941058,0.0,3.460969586576001e-09
1520,12.5069,0.0,0.07997888414400961,0.015146856379624145,4.528507723131723e-06,0.001413413377888485,0.0,3.962097325620369e-09
1530,10.573,0.0,0.0770976661604503,0.016116498581594335,5.173940358001681e-06,0.0011518174223775044,0.0,4.5268014340894326e-09
1540,8.9311,0.0,0.0770582755463365,0.017130764553360253,5.899891873533189e-06,0.0009724525456772199,0.0,5.161953394530017e-09
1550,7.686,0.0,0.12491124049409899,0.018190716909117506,6.714906030426771e-06,0.0013565820960764797,0.0,5.875028343011644e-09
1560,6.7154,0.0,0.0758149816186774,0.019297400554202964,7.6282613036882314e-06,0.0007194011039061891,0.0,6.6741442343339805e-09
1570,6.03,0.0,0.0713129390114637,0.02045184113230698,8.65001723199007e-06,0.0006076168753472419,0.0,7.568102394167225e-09
1580,5.4928,0.0,0.0694445709635721,0.021655043516361307,9.791062316913855e-06,0.0005389844860208235,0.0,8.566429427219586e-09
1590,5.1341,0.1,0.0694445709635721,0.02290799034603237,1.1063163430318533e-05,0.0005037868208708691,1.0414736192692276e-07,9.67942044489942e-09
1600,4.7857,0.0,0.06915174726005299,0.024211640614512128,1.2479016681653262e-05,0.000467619709838042,0.0,1.0918183570316986e-08
1610,4.4827,0.0,0.0807866829492987,0.025566928307065452,1.4052299690649466e-05,0.0005117096784958124,0.0,1.2294685672885335e-08
1620,4.1808,0.0,0.0697711473068437,0.02697476109355858,1.579772520450678e-05,0.00041217290240067104,0.0,1.3821799279250375e-08
1630,3.8744,0.0,0.0697711473068437,0.02843601907696077,1.7731095992471703e-05,0.00038196581827907585,0.0,1.5513350601841672e-08
1640,3.564,0.0,0.0675651626137298,0.029951553599581054,1.9869360944616205e-05,0.0003402551452808898,0.0,1.7384168621005967e-08
1650,3.3039,-0.1,0.0673848777919514,0.03152218610857875,2.2230672295694764e-05,0.000314581746015461,-1.4331036794533007e-07,1.945013515149812e-08
1660,3.1107,0.0,0.0674296707336547,0.03314870708206207,2.4834443889210372e-05,0.0002963830396134859,0.0,2.1728235819075232e-08
1670,2.9836,0.0,0.0686748784139273,0.034831875016876956,2.770141039128891e-05,0.00028952273799601376,0.0,2.4236611868100277e-08
1680,2.9406,0.0,0.09667820679314801,0.03657241547897297,3.085368735866236e-05,0.0004017063702930082,0.0,2.6994612716425595e-08
1690,2.9635,0.0,0.0711062843131587,0.038371020217036374,3.431483206002991e-05,0.0002977536514749566,0.0,3.002284916942426e-08
1700,3.042,0.0,0.0677970691198352,0.040228346339875355,3.8109904945313e-05,0.0002914166147535546,0.0,3.334324720087908e-08
1710,3.1593,0.0,0.0667539862047102,0.04214501555786102,4.226553165287537e-05,0.0002979972468186762,0.0,3.6979102204549685e-08
1720,3.2189,0.0,0.0667539862047102,0.04412161348853809,4.680996544065431e-05,0.00030361894653392743,0.0,4.09551336166295e-08
1730,3.2315,0.0,0.0668362921069937,0.046158689026353006,5.177314992336707e-05,0.0003051832461834114,0.0,4.5297539805995017e-08
1740,3.0959,0.0,0.07061165233816151,0.04825675377627316,5.718678199453152e-05,0.0003088925813334271,0.0,5.003405312615335e-08
1750,2.8615,0.0,0.066738313187499,0.05041628155092173,6.308437480897287e-05,0.00026984424200949696,0.0,5.5193995020110534e-08
1760,2.5823,0.0,0.0655076654694727,0.05263770793069584,6.950132069882112e-05,0.00023902481862146752,0.0,6.080833106704915e-08
1770,2.3282,0.0,0.0637893492639022,0.05492142988620232,7.647495389370616e-05,0.0002098517698061305,0.0,6.690972585769412e-08
1780,2.11,0.0,0.0622210849006533,0.057267805462208436,8.404461291396356e-05,0.00018550867100890344,0.0,7.353259758358774e-08
1790,1.9698,0.0,0.0611404890249481,0.05967715352218419,9.225170250418558e-05,0.00017017478896650147,0.0,8.071317222420199e-08
1800,1.8906,0.0,0.059309633937637,0.06214975355239853,0.00010113975497335016,0.00015844154791506214,0.0,8.848953721485218e-08
1810,1.9067,0.0,0.057441265889745796,0.06468584552442501,0.00011075449080709976,0.0001547570877274699,0.0,9.69016944777973e-08
1820,1.9894,0.0,0.0555353848812738,0.06728562981481259,0.00012114387841745834,0.00015611192506619965,0.0,1.0599161269866498e-07
1830,2.2669,0.0,0.0555353848812738,0.06994926718059497,0.0001323581928954266,0.00017788786716224392,0.0,1.1580327873047126e-07
1840,2.5958,0.0,0.0536295038728023,0.07267687878921951,0.00014445007363241493,0.00019670671555268982,0.0,1.2638274800795985e-07
1850,3.1636,0.0,0.051461032140268606,0.07546854630141545,0.00015747458067741772,0.00023004046611069256,0.0,1.3777819385581233e-07
1860,4.1618,0.0,0.0513182602790706,0.07832431200544568,0.00017148924969815618,0.00030178476430430033,0.0,1.5003995557543727e-07
1870,5.1583,0.0,0.0508378717726498,0.08124417900113427,0.00018655414541612455,0.00037054259397381487,0.0,1.6322058519654214e-07
1880,6.0056,0.0,0.049344633330561403,0.08422811143200584,0.00020273191338751644,0.0004187362009949569,0.0,1.7737489278147682e-07
1890,5.7328,-0.1,0.053628390817837095,0.08727603476383834,0.00022008783000451477,0.00043441592358830377,-3.967859529707923e-07,1.9255999017253168e-07
1900,4.5421,0.0,0.049621784016869404,0.09038783610787815,0.00023868985059411298,0.00031847345921741897,0.0,2.0883533307472114e-07
1910,3.2673,0.0,0.0479409807718795,0.09356336458695366,0.00025860865549486115,0.0002213299097057467,0.0,2.262627613694068e-07
1920,2.351,0.0,0.0482858773982252,0.09680243174268287,0.0002799176939952498,0.0001604046433623475,0.0,2.4490653755701683e-07
1930,1.7411,0.0,0.0482858773982252,0.10010481198196355,0.0003026932260213017,0.0001187922265241103,0.0,2.648333832304953e-07
1940,1.373,0.0,0.0496436239602384,0.10347024306091868,0.0003270143614648823,9.631151047346734e-05,0.0,2.861125134845608e-07
1950,1.1257,0.0,0.049388313217299605,0.10689842660445051,0.0003529630970485604,7.855811235128507e-05,0.0,3.088156691696352e-07
1960,0.9606,0.0,0.049695696883064994,0.11038902865957968,0.0003806243506274435,6.745366430230523e-05,0.0,3.3301714690332165e-07
1970,0.8674,0.0,0.0495904379824472,0.11394168028071942,0.0004100859928331514,6.0780118343105495e-05,0.0,3.5879382675645745e-07
1980,0.8094,0.0,0.048809945791384104,0.11755597814506115,0.00044143887597008607,5.5823325533802135e-05,0.0,3.8622519753513623e-07
1990,0.7968,0.0,0.0480294536003211,0.12123148519624878,0.0004747768600794497,5.407557560177474e-05,0.0,4.1539337958472706e-07
2000,0.8215,0.0,0.048111759502604906,0.12496773131454189,0.0005101968360916905,5.584740360064933e-05,0.0,4.463831450464906e-07
2010,0.8805,0.0,0.0477439098779248,0.12876421401167565,0.0005477987459937688,5.940069434024166e-05,0.0,4.792819355023921e-07
2020,0.9712,0.0,0.0507962124316367,0.13262039914865897,0.00058768559994317,6.970825063584064e-05,0.0,5.141798769485518e-07
2030,1.1167,0.0,0.0560131376920497,0.13653572167476677,0.0006295301224184387,8.838337814595742e-05,0.0,5.507906283765009e-07
2040,1.3291,0.0,0.0479880332485871,0.14050958638601865,0.0006728849149023582,9.012282332290375e-05,0.0,5.887227503591859e-07
2050,1.6205,0.1,0.046719357823840395,0.14454136870145964,0.00071492901264146,0.00010697691744991953,6.571332540381904e-07,6.255081148533896e-07
2060,2.1016,0.1,0.0460514045145183,0.14863041545560177,0.0007635647886052485,0.00013675308097152122,6.757234239224513e-07,6.680606928011501e-07
2070,2.6259,0.1,0.0450833475205539,0.15277604570540118,0.0008161042810064768,0.00016727788102045442,6.945708412436236e-07,7.140287235652444e-07
2080,3.0872,0.2,0.0450833475205539,0.15697755155020945,0.0008716014730608697,0.00019666410536819639,1.427344575298673e-06,7.625845149344346e-07
2090,3.201,0.3,0.0447905238170344,0.1612341989631505,0.0009293084365067262,0.0002025890627084875,2.1990732780260332e-06,8.130736869790352e-07
2100,2.8344,0.2,0.0444226741923547,0.16554522863243062,0.0009913868070548844,0.00017791395655294813,1.5052476084741376e-06,8.673875053416176e-07
2110,2.2676,0.3,0.043604669040711405,0.16990985681112988,0.0010558948618546108,0.0001397151889430245,2.3174005774791016e-06,9.238271112845253e-07
2120,1.7142,0.3,0.0424115342832652,0.1743272761740493,0.0011243889817773892,0.00010272819423687219,2.3776497612211377e-06,9.837542188348875e-07
2130,1.2989,0.2,0.0415185032104612,0.1787966566802621,0.0011954489111414815,7.620116036023992e-05,1.6257384286726115e-06,1.0459262130779572e-06
2140,1.0288,0.3,0.0407380110193985,0.183317146440031,0.0012718935162310445,5.9220893620008956e-05,2.5002626039181104e-06,1.1128093860570692e-06
2150,0.819,0.4,0.0404076743552987,0.18788787258481673,0.0013506622968491241,4.676187717535257e-05,3.416803651859337e-06,1.1817260345669325e-06
2160,0.6785,0.5,0.039289565519013,0.19250794213914654,0.001434348041430109,3.766788690016584e-05,4.3760264477423465e-06,1.254944649852316e-06
2170,0.5928,0.7,0.0385465862885305,0.19717644289314373,0.0015211559692291023,3.228778831078046e-05,6.275008953593571e-06,1.3308949362608335e-06
2180,0.4997,0.9,0.0385465862885305,0.20189244427459588,0.0016130119542041286,2.721694976197199e-05,8.260833286511872e-06,1.4112618859632156e-06
2190,0.4568,1.3,0.0373159385705039,0.2066549982194436,0.0017087249791434898,2.4085997905199423e-05,1.2213792802861183e-05,1.495003450143882e-06
2200,0.3984,1.9,0.0364604204582805,0.21146314003965455,0.001810235901803772,2.0525095281857007e-05,1.8266256843033347e-05,1.5838177306493856e-06
2210,0.3871,2.8,0.035192259779673496,0.2163158892874772,0.0019148430070270494,1.924928070399567e-05,2.7536436344357526e-05,1.6753409336968148e-06
2220,0.3936,4.5,0.0341491768645485,0.22121225061511,0.0020251152704096045,1.8992385164222145e-05,4.5256709081694154e-05,1.7718207161219133e-06
2230,0.3716,7.5,0.0343065086879927,0.22615121462888224,0.0021403609801700623,1.801342965048893e-05,7.711191175346839e-05,1.8726518831084974e-06
2240,0.3809,13.0,0.0346138923537583,0.23113175873707145,0.002264363297587568,1.862968839888349e-05,0.00013660426487133872,1.9811444109452082e-06
2250,0.3808,22.6,0.034321068650238803,0.23615284799053674,0.0023874827659087854,1.8467236933879466e-05,0.0002426402858286891,2.0888645134583485e-06
2260,0.4063,38.5,0.0338031671832379,0.24121343591539457,0.00251758984522117,1.9406552666693497e-05,0.00042220513076404677,2.202698240263032e-06
2270,0.439,58.0,0.0333978045979777,0.24631246533699247,0.0026495667616254297,2.0716988225680906e-05,0.0006494947828465577,2.318167931273589e-06
2280,0.4852,74.4,0.0332550327367796,0.2514488691944882,0.002791759314202812,2.2799344005256718e-05,0.0008505187743211718,2.4425755213086505e-06
2290,0.507,81.7,0.0332550327367796,0.25662157134539104,0.00294097726738158,2.3823716839788035e-05,0.0009531834621839242,2.5731297986491075e-06
2300,0.5831,83.0,0.0324370275851363,0.26182948735944306,0.0030953920083800083,2.672564966357869e-05,0.0009880022418442573,2.7082308672022457e-06
2310,0.6657,82.2,0.03251933348742,0.26707152530128125,0.0032572934134204264,3.0588936100481844e-05,0.0009980692756155567,2.849882193233596e-06
2320,0.7758,81.8,0.03342692452247,0.27234658650133353,0.0034318268061680492,3.664294540614984e-05,0.0010128299197752245,3.002585540763405e-06
2330,0.9087,82.1,0.033434204503593,0.27765356631447324,0.0036131717770157014,4.292948733243309e-05,0.00103635296794167,3.161248497291013e-06
2340,1.0678,83.0,0.0310406550075776,0.2829913548659595,0.0037948418208508766,4.6834401319995776e-05,0.001067855633259055,3.3201958677786367e-06
2350,1.2548,84.0,0.0301851368953541,0.2883588377842591,0.003987081333690528,5.351947435968201e-05,0.0011012193520042331,3.4883907139108205e-06
2360,1.5369,85.2,0.029404644704291,0.2937548969203453,0.0041847579887231735,6.385659047515856e-05,0.0011378525629557482,3.6613426429186363e-06
2370,1.8758,86.0,0.0288867432372899,0.2991784110531417,0.004390049648720223,7.656482465087972e-05,0.0011697417336034486,3.840957117879491e-06
