wavelength,normalized_radiation_A,normalized_radiation_B,normalized_radiation_C
33920,,,3.61E-05
33930,,,3.60E-05
33940,,,3.60E-05
33950,,,3.60E-05
33960,,,3.59E-05
33970,,,3.59E-05
33980,,,3.58E-05
33990,,,3.58E-05
34000,,,3.58E-05
34010,,,3.57E-05
34020,,,3.57E-05
34030,,,3.57E-05
34040,,,3.56E-05
34050,,,3.56E-05
34060,,,3.56E-05
34070,,,3.55E-05
34080,,,3.55E-05
34090,,,3.55E-05
34100,,,3.54E-05
34110,,,3.54E-05
34120,,,3.54E-05
34130,,,3.53E-05
34140,,,3.53E-05
34150,,,3.53E-05
34160,,,3.52E-05
34170,,,3.52E-05
34180,,,3.52E-05
34190,,,3.51E-05
34200,,,3.51E-05
34210,,,3.50E-05
34220,,,3.50E-05
34230,,,3.50E-05
34240,,,3.49E-05
34250,,,3.49E-05
34260,,,3.49E-05
34270,,,3.48E-05
34280,,,3.48E-05
34290,,,3.48E-05
34300,,,3.47E-05
34310,,,3.47E-05
34320,,,3.47E-05
34330,,,3.46E-05
34340,,,3.46E-05
34350,,,3.46E-05
34360,,,3.45E-05
34370,,,3.45E-05
34380,,,3.45E-05
34390,,,3.44E-05
34400,,,3.44E-05
34410,,,3.44E-05
34420,,,3.43E-05
34430,,,3.43E-05
34440,,,3.43E-05
34450,,,3.42E-05
34460,,,3.42E-05
34470,,,3.42E-05
34480,,,3.41E-05
34490,,,3.41E-05
34500,,,3.41E-05
34510,,,3.40E-05
34520,,,3.40E-05
34530,,,3.40E-05
34540,,,3.39E-05
34550,,,3.39E-05
34560,,,3.39E-05
34570,,,3.38E-05
34580,,,3.38E-05
34590,,,3.38E-05
34600,,,3.37E-05
34610,,,3.37E-05
34620,,,3.37E-05
34630,,,3.37E-05
34640,,,3.36E-05
34650,,,3.36E-05
34660,,,3.36E-05
34670,,,3.35E-05
34680,,,3.35E-05
34690,,,3.35E-05
34700,,,3.34E-05
34710,,,3.34E-05
34720,,,3.34E-05
34730,,,3.33E-05
34740,,,3.33E-05
34750,,,3.33E-05
34760,,,3.32E-05
34770,,,3.32E-05
34780,,,3.32E-05
34790,,,3.31E-05
34800,,,3.31E-05
34810,,,3.31E-05
34820,,,3.30E-05
34830,,,3.30E-05
34840,,,3.30E-05
34850,,,3.29E-05
34860,,,3.29E-05
34870,,,3.29E-05
34880,,,3.29E-05
34890,,,3.28E-05
34900,,,3.28E-05
34910,,,3.28E-05
34920,,,3.27E-05
34930,,,3.27E-05
34940,,,3.27E-05
34950,,,3.26E-05
34960,,,3.26E-05
34970,,,3.26E-05
34980,,,3.25E-05
34990,,,3.25E-05
35000,,,3.25E-05
35010,,,3.24E-05
35020,,,3.24E-05
35030,,,3.24E-05
35040,,,3.24E-05
35050,,,3.23E-05
35060,,,3.23E-05
35070,,,3.23E-05
35080,,,3.22E-05
35090,,,3.22E-05
35100,,,3.22E-05
35110,,,3.21E-05
35120,,,3.21E-05
35130,,,3.21E-05
35140,,,3.20E-05
35150,,,3.20E-05
35160,,,3.20E-05
35170,,,3.20E-05
35180,,,3.19E-05
35190,,,3.19E-05
35200,,,3.19E-05
35210,,,3.18E-05
35220,,,3.18E-05
35230,,,3.18E-05
35240,,,3.17E-05
35250,,,3.17E-05
35260,,,3.17E-05
35270,,,3.17E-05
35280,,,3.16E-05
35290,,,3.16E-05
35300,,,3.16E-05
35310,,,3.15E-05
35320,,,3.15E-05
35330,,,3.15E-05
35340,,,3.14E-05
35350,,,3.14E-05
35360,,,3.14E-05
35370,,,3.14E-05
35380,,,3.13E-05
35390,,,3.13E-05
35400,,,3.13E-05
35410,,,3.12E-05
35420,,,3.12E-05
35430,,,3.12E-05
35440,,,3.11E-05
35450,,,3.11E-05
35460,,,3.11E-05
35470,,,3.11E-05
35480,,,3.10E-05
35490,,,3.10E-05
35500,,,3.10E-05
35510,,,3.09E-05
35520,,,3.09E-05
35530,,,3.09E-05
35540,,,3.09E-05
35550,,,3.08E-05
35560,,,3.08E-05
35570,,,3.08E-05
35580,,,3.07E-05
35590,,,3.07E-05
35600,,,3.07E-05
35610,,,3.06E-05
35620,,,3.06E-05
35630,,,3.06E-05
35640,,,3.06E-05
35650,,,3.05E-05
35660,,,3.05E-05
35670,,,3.05E-05
35680,,,3.04E-05
35690,,,3.04E-05
35700,,,3.04E-05
35710,,,3.04E-05
35720,,,3.03E-05
35730,,,3.03E-05
35740,,,3.03E-05
35750,,,3.02E-05
35760,,,3.02E-05
35770,,,3.02E-05
35780,,,3.02E-05
35790,,,3.01E-05
35800,,,3.01E-05
35810,,,3.01E-05
35820,,,3.00E-05
35830,,,3.00E-05
35840,,,3.00E-05
35850,,,3.00E-05
35860,,,2.99E-05
35870,,,2.99E-05
35880,,,2.99E-05
35890,,,2.98E-05
35900,,,2.98E-05
35910,,,2.98E-05
35920,,,2.98E-05
35930,,,2.97E-05
35940,,,2.97E-05
35950,,,2.97E-05
35960,,,2.97E-05
35970,,,2.96E-05
35980,,,2.96E-05
35990,,,2.96E-05
36000,,,2.95E-05
36010,,,2.95E-05
36020,,,2.95E-05
36030,,,2.95E-05
36040,,,2.94E-05
36050,,,2.94E-05
36060,,,2.94E-05
36070,,,2.94E-05
36080,,,2.93E-05
36090,,,2.93E-05
36100,,,2.93E-05
36110,,,2.92E-05
36120,,,2.92E-05
36130,,,2.92E-05
36140,,,2.92E-05
36150,,,2.91E-05
36160,,,2.91E-05
36170,,,2.91E-05
36180,,,2.91E-05
36190,,,2.90E-05
36200,,,2.90E-05
36210,,,2.90E-05
36220,,,2.89E-05
36230,,,2.89E-05
36240,,,2.89E-05
36250,,,2.89E-05
36260,,,2.88E-05
36270,,,2.88E-05
36280,,,2.88E-05
36290,,,2.88E-05
36300,,,2.87E-05
36310,,,2.87E-05
36320,,,2.87E-05
36330,,,2.86E-05
36340,,,2.86E-05
36350,,,2.86E-05
36360,,,2.86E-05
36370,,,2.85E-05
36380,,,2.85E-05
36390,,,2.85E-05
36400,,,2.85E-05
36410,,,2.84E-05
36420,,,2.84E-05
36430,,,2.84E-05
36440,,,2.84E-05
36450,,,2.83E-05
36460,,,2.83E-05
36470,,,2.83E-05
36480,,,2.83E-05
36490,,,2.82E-05
36500,,,2.82E-05
36510,,,2.82E-05
36520,,,2.81E-05
36530,,,2.81E-05
36540,,,2.81E-05
36550,,,2.81E-05
36560,,,2.80E-05
36570,,,2.80E-05
36580,,,2.80E-05
36590,,,2.80E-05
36600,,,2.79E-05
36610,,,2.79E-05
36620,,,2.79E-05
36630,,,2.79E-05
36640,,,2.78E-05
36650,,,2.78E-05
36660,,,2.78E-05
36670,,,2.78E-05
36680,,,2.77E-05
36690,,,2.77E-05
36700,,,2.77E-05
36710,,,2.77E-05
36720,,,2.76E-05
36730,,,2.76E-05
36740,,,2.76E-05
36750,,,2.76E-05
36760,,,2.75E-05
36770,,,2.75E-05
36780,,,2.75E-05
36790,,,2.75E-05
36800,,,2.74E-05
36810,,,2.74E-05
36820,,,2.74E-05
36830,,,2.74E-05
36840,,,2.73E-05
36850,,,2.73E-05
36860,,,2.73E-05
36870,,,2.73E-05
36880,,,2.72E-05
36890,,,2.72E-05
36900,,,2.72E-05
36910,,,2.72E-05
36920,,,2.71E-05
36930,,,2.71E-05
36940,,,2.71E-05
36950,,,2.71E-05
36960,,,2.70E-05
36970,,,2.70E-05
36980,,,2.70E-05
36990,,,2.70E-05
37000,,,2.69E-05
37010,,,2.69E-05
37020,,,2.69E-05
37030,,,2.69E-05
37040,,,2.68E-05
37050,,,2.68E-05
37060,,,2.68E-05
37070,,,2.68E-05
37080,,,2.67E-05
37090,,,2.67E-05
37100,,,2.67E-05
37110,,,2.67E-05
37120,,,2.66E-05
37130,,,2.66E-05
37140,,,2.66E-05
37150,,,2.66E-05
37160,,,2.65E-05
37170,,,2.65E-05
37180,,,2.65E-05
37190,,,2.65E-05
37200,,,2.64E-05
37210,,,2.64E-05
37220,,,2.64E-05
37230,,,2.64E-05
37240,,,2.63E-05
37250,,,2.63E-05
37260,,,2.63E-05
37270,,,2.63E-05
37280,,,2.63E-05
37290,,,2.62E-05
37300,,,2.62E-05
37310,,,2.62E-05
37320,,,2.62E-05
37330,,,2.61E-05
37340,,,2.61E-05
37350,,,2.61E-05
37360,,,2.61E-05
37370,,,2.60E-05
37380,,,2.60E-05
37390,,,2.60E-05
37400,,,2.60E-05
37410,,,2.59E-05
37420,,,2.59E-05
37430,,,2.59E-05
37440,,,2.59E-05
37450,,,2.58E-05
37460,,,2.58E-05
37470,,,2.58E-05
37480,,,2.58E-05
37490,,,2.58E-05
37500,,,2.57E-05
37510,,,2.57E-05
37520,,,2.57E-05
37530,,,2.57E-05
37540,,,2.56E-05
37550,,,2.56E-05
37560,,,2.56E-05
37570,,,2.56E-05
37580,,,2.55E-05
37590,,,2.55E-05
37600,,,2.55E-05
37610,,,2.55E-05
37620,,,2.55E-05
37630,,,2.54E-05
37640,,,2.54E-05
37650,,,2.54E-05
37660,,,2.54E-05
37670,,,2.53E-05
37680,,,2.53E-05
37690,,,2.53E-05
37700,,,2.53E-05
37710,,,2.52E-05
37720,,,2.52E-05
37730,,,2.52E-05
37740,,,2.52E-05
37750,,,2.52E-05
37760,,,2.51E-05
37770,,,2.51E-05
37780,,,2.51E-05
37790,,,2.51E-05
37800,,,2.50E-05
37810,,,2.50E-05
37820,,,2.50E-05
37830,,,2.50E-05
37840,,,2.50E-05
37850,,,2.49E-05
37860,,,2.49E-05
37870,,,2.49E-05
37880,,,2.49E-05
37890,,,2.48E-05
37900,,,2.48E-05
37910,,,2.48E-05
37920,,,2.48E-05
37930,,,2.48E-05
37940,,,2.47E-05
37950,,,2.47E-05
37960,,,2.47E-05
37970,,,2.47E-05
37980,,,2.46E-05
37990,,,2.46E-05
38000,,,2.46E-05
38010,,,2.46E-05
38020,,,2.46E-05
38030,,,2.45E-05
38040,,,2.45E-05
38050,,,2.45E-05
38060,,,2.45E-05
38070,,,2.44E-05
38080,,,2.44E-05
38090,,,2.44E-05
38100,,,2.44E-05
38110,,,2.44E-05
38120,,,2.43E-05
38130,,,2.43E-05
38140,,,2.43E-05
38150,,,2.43E-05
38160,,,2.42E-05
38170,,,2.42E-05
38180,,,2.42E-05
38190,,,2.42E-05
38200,,,2.42E-05
38210,,,2.41E-05
38220,,,2.41E-05
38230,,,2.41E-05
38240,,,2.41E-05
38250,,,2.41E-05
38260,,,2.40E-05
38270,,,2.40E-05
38280,,,2.40E-05
38290,,,2.40E-05
38300,,,2.39E-05
38310,,,2.39E-05
38320,,,2.39E-05
38330,,,2.39E-05
38340,,,2.39E-05
38350,,,2.38E-05
38360,,,2.38E-05
38370,,,2.38E-05
38380,,,2.38E-05
38390,,,2.38E-05
38400,,,2.37E-05
38410,,,2.37E-05
38420,,,2.37E-05
38430,,,2.37E-05
38440,,,2.37E-05
38450,,,2.36E-05
38460,,,2.36E-05
38470,,,2.36E-05
38480,,,2.36E-05
38490,,,2.35E-05
38500,,,2.35E-05
38510,,,2.35E-05
38520,,,2.35E-05
38530,,,2.35E-05
38540,,,2.34E-05
38550,,,2.34E-05
38560,,,2.34E-05
38570,,,2.34E-05
38580,,,2.34E-05
38590,,,2.33E-05
38600,,,2.33E-05
38610,,,2.33E-05
38620,,,2.33E-05
38630,,,2.33E-05
38640,,,2.32E-05
38650,,,2.32E-05
38660,,,2.32E-05
38670,,,2.32E-05
38680,,,2.32E-05
38690,,,2.31E-05
38700,,,2.31E-05
38710,,,2.31E-05
38720,,,2.31E-05
38730,,,2.31E-05
38740,,,2.30E-05
38750,,,2.30E-05
38760,,,2.30E-05
38770,,,2.30E-05
38780,,,2.29E-05
38790,,,2.29E-05
38800,,,2.29E-05
38810,,,2.29E-05
38820,,,2.29E-05
38830,,,2.28E-05
38840,,,2.28E-05
38850,,,2.28E-05
38860,,,2.28E-05
38870,,,2.28E-05
38880,,,2.27E-05
38890,,,2.27E-05
38900,,,2.27E-05
38910,,,2.27E-05
38920,,,2.27E-05
38930,,,2.26E-05
38940,,,2.26E-05
38950,,,2.26E-05
38960,,,2.26E-05
38970,,,2.26E-05
38980,,,2.25E-05
38990,,,2.25E-05
39000,,,2.25E-05
39010,,,2.25E-05
39020,,,2.25E-05
39030,,,2.24E-05
39040,,,2.24E-05
39050,,,2.24E-05
39060,,,2.24E-05
39070,,,2.24E-05
39080,,,2.24E-05
39090,,,2.23E-05
39100,,,2.23E-05
39110,,,2.23E-05
39120,,,2.23E-05
39130,,,2.23E-05
39140,,,2.22E-05
39150,,,2.22E-05
39160,,,2.22E-05
39170,,,2.22E-05
39180,,,2.22E-05
39190,,,2.21E-05
39200,,,2.21E-05
39210,,,2.21E-05
39220,,,2.21E-05
39230,,,2.21E-05
39240,,,2.20E-05
39250,,,2.20E-05
39260,,,2.20E-05
39270,,,2.20E-05
39280,,,2.20E-05
39290,,,2.19E-05
39300,,,2.19E-05
39310,,,2.19E-05
39320,,,2.19E-05
39330,,,2.19E-05
39340,,,2.18E-05
39350,,,2.18E-05
39360,,,2.18E-05
39370,,,2.18E-05
39380,,,2.18E-05
39390,,,2.18E-05
39400,,,2.17E-05
39410,,,2.17E-05
39420,,,2.17E-05
39430,,,2.17E-05
39440,,,2.17E-05
39450,,,2.16E-05
39460,,,2.16E-05
39470,,,2.16E-05
39480,,,2.16E-05
39490,,,2.16E-05
39500,,,2.15E-05
39510,,,2.15E-05
39520,,,2.15E-05
39530,,,2.15E-05
39540,,,2.15E-05
39550,,,2.15E-05
39560,,,2.14E-05
39570,,,2.14E-05
39580,,,2.14E-05
39590,,,2.14E-05
39600,,,2.14E-05
39610,,,2.13E-05
39620,,,2.13E-05
39630,,,2.13E-05
39640,,,2.13E-05
39650,,,2.13E-05
39660,,,2.12E-05
39670,,,2.12E-05
39680,,,2.12E-05
39690,,,2.12E-05
39700,,,2.12E-05
39710,,,2.12E-05
39720,,,2.11E-05
39730,,,2.11E-05
39740,,,2.11E-05
39750,,,2.11E-05
39760,,,2.11E-05
39770,,,2.10E-05
39780,,,2.10E-05
39790,,,2.10E-05
39800,,,2.10E-05
39810,,,2.10E-05
39820,,,2.10E-05
39830,,,2.09E-05
39840,,,2.09E-05
39850,,,2.09E-05
39860,,,2.09E-05
39870,,,2.09E-05
39880,,,2.08E-05
39890,,,2.08E-05
39900,,,2.08E-05
39910,,,2.08E-05
39920,,,2.08E-05
39930,,,2.08E-05
39940,,,2.07E-05
39950,,,2.07E-05
39960,,,2.07E-05
39970,,,2.07E-05
39980,,,2.07E-05
39990,,,2.07E-05
40000,,,2.06E-05
40010,,,2.06E-05
40020,,,2.06E-05
40030,,,2.06E-05
40040,,,2.06E-05
40050,,,2.05E-05
40060,,,2.05E-05
40070,,,2.05E-05
40080,,,2.05E-05
40090,,,2.05E-05
40100,,,2.05E-05
40110,,,2.04E-05
40120,,,2.04E-05
40130,,,2.04E-05
40140,,,2.04E-05
40150,,,2.04E-05
40160,,,2.04E-05
40170,,,2.03E-05
40180,,,2.03E-05
40190,,,2.03E-05
40200,,,2.03E-05
40210,,,2.03E-05
40220,,,2.02E-05
40230,,,2.02E-05
40240,,,2.02E-05
40250,,,2.02E-05
40260,,,2.02E-05
40270,,,2.02E-05
40280,,,2.01E-05
40290,,,2.01E-05
40300,,,2.01E-05
40310,,,2.01E-05
40320,,,2.01E-05
40330,,,2.01E-05
40340,,,2.00E-05
40350,,,2.00E-05
40360,,,2.00E-05
40370,,,2.00E-05
40380,,,2.00E-05
40390,,,2.00E-05
40400,,,1.99E-05
40410,,,1.99E-05
40420,,,1.99E-05
40430,,,1.99E-05
40440,,,1.99E-05
40450,,,1.99E-05
40460,,,1.98E-05
40470,,,1.98E-05
40480,,,1.98E-05
40490,,,1.98E-05
40500,,,1.98E-05
40510,,,1.98E-05
40520,,,1.97E-05
40530,,,1.97E-05
40540,,,1.97E-05
40550,,,1.97E-05
40560,,,1.97E-05
40570,,,1.97E-05
40580,,,1.96E-05
40590,,,1.96E-05
40600,,,1.96E-05
40610,,,1.96E-05
40620,,,1.96E-05
40630,,,1.96E-05
40640,,,1.95E-05
40650,,,1.95E-05
40660,,,1.95E-05
40670,,,1.95E-05
40680,,,1.95E-05
40690,,,1.95E-05
40700,,,1.94E-05
40710,,,1.94E-05
40720,,,1.94E-05
40730,,,1.94E-05
40740,,,1.94E-05
40750,,,1.94E-05
40760,,,1.93E-05
40770,,,1.93E-05
40780,,,1.93E-05
40790,,,1.93E-05
40800,,,1.93E-05
40810,,,1.93E-05
40820,,,1.92E-05
40830,,,1.92E-05
40840,,,1.92E-05
40850,,,1.92E-05
40860,,,1.92E-05
40870,,,1.92E-05
40880,,,1.91E-05
40890,,,1.91E-05
40900,,,1.91E-05
40910,,,1.91E-05
40920,,,1.91E-05
40930,,,1.91E-05
40940,,,1.90E-05
40950,,,1.90E-05
40960,,,1.90E-05
40970,,,1.90E-05
40980,,,1.90E-05
40990,,,1.90E-05
41000,,,1.90E-05
41010,,,1.89E-05
41020,,,1.89E-05
41030,,,1.89E-05
41040,,,1.89E-05
41050,,,1.89E-05
41060,,,1.89E-05
41070,,,1.88E-05
41080,,,1.88E-05
41090,,,1.88E-05
41100,,,1.88E-05
41110,,,1.88E-05
41120,,,1.88E-05
41130,,,1.87E-05
41140,,,1.87E-05
41150,,,1.87E-05
41160,,,1.87E-05
41170,,,1.87E-05
41180,,,1.87E-05
41190,,,1.87E-05
41200,,,1.86E-05
41210,,,1.86E-05
41220,,,1.86E-05
41230,,,1.86E-05
41240,,,1.86E-05
41250,,,1.86E-05
41260,,,1.85E-05
41270,,,1.85E-05
41280,,,1.85E-05
41290,,,1.85E-05
41300,,,1.85E-05
41310,,,1.85E-05
41320,,,1.84E-05
41330,,,1.84E-05
41340,,,1.84E-05
41350,,,1.84E-05
41360,,,1.84E-05
41370,,,1.84E-05
41380,,,1.84E-05
41390,,,1.83E-05
41400,,,1.83E-05
41410,,,1.83E-05
41420,,,1.83E-05
41430,,,1.83E-05
41440,,,1.83E-05
41450,,,1.82E-05
41460,,,1.82E-05
41470,,,1.82E-05
41480,,,1.82E-05
41490,,,1.82E-05
41500,,,1.82E-05
41510,,,1.82E-05
41520,,,1.81E-05
41530,,,1.81E-05
41540,,,1.81E-05
41550,,,1.81E-05
41560,,,1.81E-05
41570,,,1.81E-05
41580,,,1.81E-05
41590,,,1.80E-05
41600,,,1.80E-05
41610,,,1.80E-05
41620,,,1.80E-05
41630,,,1.80E-05
41640,,,1.80E-05
41650,,,1.79E-05
41660,,,1.79E-05
41670,,,1.79E-05
41680,,,1.79E-05
41690,,,1.79E-05
41700,,,1.79E-05
41710,,,1.79E-05
41720,,,1.78E-05
41730,,,1.78E-05
41740,,,1.78E-05
41750,,,1.78E-05
41760,,,1.78E-05
41770,,,1.78E-05
41780,,,1.78E-05
41790,,,1.77E-05
41800,,,1.77E-05
41810,,,1.77E-05
41820,,,1.77E-05
41830,,,1.77E-05
41840,,,1.77E-05
41850,,,1.77E-05
41860,,,1.76E-05
41870,,,1.76E-05
41880,,,1.76E-05
41890,,,1.76E-05
41900,,,1.76E-05
41910,,,1.76E-05
41920,,,1.75E-05
41930,,,1.75E-05
41940,,,1.75E-05
41950,,,1.75E-05
41960,,,1.75E-05
41970,,,1.75E-05
41980,,,1.75E-05
41990,,,1.74E-05
42000,,,1.74E-05
42010,,,1.74E-05
42020,,,1.74E-05
42030,,,1.74E-05
42040,,,1.74E-05
42050,,,1.74E-05
42060,,,1.73E-05
42070,,,1.73E-05
42080,,,1.73E-05
42090,,,1.73E-05
42100,,,1.73E-05
42110,,,1.73E-05
42120,,,1.73E-05
42130,,,1.72E-05
42140,,,1.72E-05
42150,,,1.72E-05
42160,,,1.72E-05
42170,,,1.72E-05
42180,,,1.72E-05
42190,,,1.72E-05
42200,,,1.71E-05
42210,,,1.71E-05
42220,,,1.71E-05
42230,,,1.71E-05
42240,,,1.71E-05
42250,,,1.71E-05
42260,,,1.71E-05
42270,,,1.70E-05
42280,,,1.70E-05
42290,,,1.70E-05
42300,,,1.70E-05
42310,,,1.70E-05
42320,,,1.70E-05
42330,,,1.70E-05
42340,,,1.70E-05
42350,,,1.69E-05
42360,,,1.69E-05
42370,,,1.69E-05
42380,,,1.69E-05
42390,,,1.69E-05
42400,,,1.69E-05
42410,,,1.69E-05
42420,,,1.68E-05
42430,,,1.68E-05
42440,,,1.68E-05
42450,,,1.68E-05
42460,,,1.68E-05
42470,,,1.68E-05
42480,,,1.68E-05
42490,,,1.67E-05
42500,,,1.67E-05
42510,,,1.67E-05
42520,,,1.67E-05
42530,,,1.67E-05
42540,,,1.67E-05
42550,,,1.67E-05
42560,,,1.66E-05
42570,,,1.66E-05
42580,,,1.66E-05
42590,,,1.66E-05
42600,,,1.66E-05
42610,,,1.66E-05
42620,,,1.66E-05
42630,,,1.66E-05
42640,,,1.65E-05
42650,,,1.65E-05
42660,,,1.65E-05
42670,,,1.65E-05
42680,,,1.65E-05
42690,,,1.65E-05
42700,,,1.65E-05
42710,,,1.64E-05
42720,,,1.64E-05
42730,,,1.64E-05
42740,,,1.64E-05
42750,,,1.64E-05
42760,,,1.64E-05
42770,,,1.64E-05
42780,,,1.64E-05
42790,,,1.63E-05
42800,,,1.63E-05
42810,,,1.63E-05
42820,,,1.63E-05
42830,,,1.63E-05
42840,,,1.63E-05
42850,,,1.63E-05
42860,,,1.62E-05
42870,,,1.62E-05
42880,,,1.62E-05
42890,,,1.62E-05
42900,,,1.62E-05
42910,,,1.62E-05
42920,,,1.62E-05
42930,,,1.62E-05
42940,,,1.61E-05
42950,,,1.61E-05
42960,,,1.61E-05
42970,,,1.61E-05
42980,,,1.61E-05
42990,,,1.61E-05
43000,,,1.61E-05
43010,,,1.61E-05
43020,,,1.60E-05
43030,,,1.60E-05
43040,,,1.60E-05
43050,,,1.60E-05
43060,,,1.60E-05
43070,,,1.60E-05
43080,,,1.60E-05
43090,,,1.59E-05
43100,,,1.59E-05
43110,,,1.59E-05
43120,,,1.59E-05
43130,,,1.59E-05
43140,,,1.59E-05
43150,,,1.59E-05
43160,,,1.59E-05
43170,,,1.58E-05
43180,,,1.58E-05
43190,,,1.58E-05
43200,,,1.58E-05
43210,,,1.58E-05
43220,,,1.58E-05
43230,,,1.58E-05
43240,,,1.58E-05
43250,,,1.57E-05
43260,,,1.57E-05
43270,,,1.57E-05
43280,,,1.57E-05
43290,,,1.57E-05
43300,,,1.57E-05
43310,,,1.57E-05
43320,,,1.57E-05
43330,,,1.56E-05
43340,,,1.56E-05
43350,,,1.56E-05
43360,,,1.56E-05
43370,,,1.56E-05
43380,,,1.56E-05
43390,,,1.56E-05
43400,,,1.56E-05
43410,,,1.55E-05
43420,,,1.55E-05
43430,,,1.55E-05
43440,,,1.55E-05
43450,,,1.55E-05
43460,,,1.55E-05
43470,,,1.55E-05
43480,,,1.55E-05
43490,,,1.54E-05
43500,,,1.54E-05
43510,,,1.54E-05
43520,,,1.54E-05
43530,,,1.54E-05
43540,,,1.54E-05
43550,,,1.54E-05
43560,,,1.54E-05
43570,,,1.53E-05
43580,,,1.53E-05
43590,,,1.53E-05
43600,,,1.53E-05
43610,,,1.53E-05
43620,,,1.53E-05
43630,,,1.53E-05
43640,,,1.53E-05
43650,,,1.52E-05
43660,,,1.52E-05
43670,,,1.52E-05
43680,,,1.52E-05
43690,,,1.52E-05
43700,,,1.52E-05
43710,,,1.52E-05
43720,,,1.52E-05
43730,,,1.51E-05
43740,,,1.51E-05
43750,,,1.51E-05
43760,,,1.51E-05
43770,,,1.51E-05
43780,,,1.51E-05
43790,,,1.51E-05
43800,,,1.51E-05
43810,,,1.51E-05
43820,,,1.50E-05
43830,,,1.50E-05
43840,,,1.50E-05
43850,,,1.50E-05
43860,,,1.50E-05
43870,,,1.50E-05
43880,,,1.50E-05
43890,,,1.50E-05
43900,,,1.49E-05
43910,,,1.49E-05
43920,,,1.49E-05
43930,,,1.49E-05
43940,,,1.49E-05
43950,,,1.49E-05
43960,,,1.49E-05
43970,,,1.49E-05
43980,,,1.48E-05
43990,,,1.48E-05
44000,,,1.48E-05
44010,,,1.48E-05
44020,,,1.48E-05
44030,,,1.48E-05
44040,,,1.48E-05
44050,,,1.48E-05
44060,,,1.48E-05
44070,,,1.47E-05
44080,,,1.47E-05
44090,,,1.47E-05
44100,,,1.47E-05
44110,,,1.47E-05
44120,,,1.47E-05
44130,,,1.47E-05
44140,,,1.47E-05
44150,,,1.46E-05
44160,,,1.46E-05
44170,,,1.46E-05
44180,,,1.46E-05
44190,,,1.46E-05
44200,,,1.46E-05
44210,,,1.46E-05
44220,,,1.46E-05
44230,,,1.46E-05
44240,,,1.45E-05
44250,,,1.45E-05
44260,,,1.45E-05
44270,,,1.45E-05
44280,,,1.45E-05
44290,,,1.45E-05
44300,,,1.45E-05
44310,,,1.45E-05
44320,,,1.45E-05
44330,,,1.44E-05
44340,,,1.44E-05
44350,,,1.44E-05
44360,,,1.44E-05
44370,,,1.44E-05
44380,,,1.44E-05
44390,,,1.44E-05
44400,,,1.44E-05
44410,,,1.44E-05
44420,,,1.43E-05
44430,,,1.43E-05
44440,,,1.43E-05
44450,,,1.43E-05
44460,,,1.43E-05
44470,,,1.43E-05
44480,,,1.43E-05
44490,,,1.43E-05
44500,,,1.42E-05
44510,,,1.42E-05
44520,,,1.42E-05
44530,,,1.42E-05
44540,,,1.42E-05
44550,,,1.42E-05
44560,,,1.42E-05
44570,,,1.42E-05
44580,,,1.42E-05
44590,,,1.41E-05
44600,,,1.41E-05
44610,,,1.41E-05
44620,,,1.41E-05
44630,,,1.41E-05
44640,,,1.41E-05
44650,,,1.41E-05
44660,,,1.41E-05
44670,,,1.41E-05
44680,,,1.40E-05
44690,,,1.40E-05
44700,,,1.40E-05
44710,,,1.40E-05
44720,,,1.40E-05
44730,,,1.40E-05
44740,,,1.40E-05
44750,,,1.40E-05
44760,,,1.40E-05
44770,,,1.40E-05
44780,,,1.39E-05
44790,,,1.39E-05
44800,,,1.39E-05
44810,,,1.39E-05
44820,,,1.39E-05
44830,,,1.39E-05
44840,,,1.39E-05
44850,,,1.39E-05
44860,,,1.39E-05
44870,,,1.38E-05
44880,,,1.38E-05
44890,,,1.38E-05
44900,,,1.38E-05
44910,,,1.38E-05
44920,,,1.38E-05
44930,,,1.38E-05
44940,,,1.38E-05
44950,,,1.38E-05
44960,,,1.37E-05
44970,,,1.37E-05
44980,,,1.37E-05
44990,,,1.37E-05
45000,,,1.37E-05
45010,,,1.37E-05
45020,,,1.37E-05
45030,,,1.37E-05
45040,,,1.37E-05
45050,,,1.36E-05
45060,,,1.36E-05
45070,,,1.36E-05
45080,,,1.36E-05
45090,,,1.36E-05
45100,,,1.36E-05
45110,,,1.36E-05
45120,,,1.36E-05
45130,,,1.36E-05
45140,,,1.36E-05
45150,,,1.35E-05
45160,,,1.35E-05
45170,,,1.35E-05
45180,,,1.35E-05
45190,,,1.35E-05
45200,,,1.35E-05
45210,,,1.35E-05
45220,,,1.35E-05
45230,,,1.35E-05
45240,,,1.34E-05
45250,,,1.34E-05
45260,,,1.34E-05
45270,,,1.34E-05
45280,,,1.34E-05
45290,,,1.34E-05
45300,,,1.34E-05
45310,,,1.34E-05
45320,,,1.34E-05
45330,,,1.34E-05
45340,,,1.33E-05
45350,,,1.33E-05
45360,,,1.33E-05
45370,,,1.33E-05
45380,,,1.33E-05
45390,,,1.33E-05
45400,,,1.33E-05
45410,,,1.33E-05
45420,,,1.33E-05
45430,,,1.33E-05
45440,,,1.32E-05
45450,,,1.32E-05
45460,,,1.32E-05
45470,,,1.32E-05
45480,,,1.32E-05
45490,,,1.32E-05
45500,,,1.32E-05
45510,,,1.32E-05
45520,,,1.32E-05
45530,,,1.31E-05
45540,,,1.31E-05
