,Current_Time,dt,T_0,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_11,T_12,T_13,T_14,T_15,T_16,T_17,T_18,T_19,T_20,T_21,T_22,T_23,T_24,T_25,T_26,T_27,T_28,T_29,T_30,T_31,T_32,T_33,T_34,T_35,T_warm,dT_warm,Rt,dRt,PSI,T_core,T_db,T_r,q_total_irradiance,q_irradiance_0,q_irradiance_1,q_irradiance_2,q_irradiance_3,q_irradiance_4,q_irradiance_5,q_irradiance_6,q_irradiance_7,q_irradiance_8,q_irradiance_9,q_irradiance_10,q_irradiance_11,q_irradiance_12,q_irradiance_13,q_irradiance_14,q_irradiance_15,q_irradiance_16,q_irradiance_17,q_irradiance_18,q_irradiance_19,q_irradiance_20,q_irradiance_21,q_irradiance_22,q_irradiance_23,q_irradiance_24,q_irradiance_25,q_irradiance_26,q_irradiance_27,q_irradiance_28,q_irradiance_29,q_irradiance_30,q_irradiance_31,q_irradiance_32,q_irradiance_33,q_irradiance_34,q_irradiance_35
0,0.0,0.05,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,,,,,35.3,25.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.05,35.07039165614931,34.65462993526366,34.34563623180259,34.15640905871152,34.06043427780855,34.019903038887904,34.00558188744847,34.001331956773086,34.00027003157255,34.000046393863194,34.000006727918496,34.00000081857729,34.00000008283845,34.000000006887575,34.000000000462386,34.000000000024436,34.00000000000098,34.00000000000003,34.0,33.99999999999997,33.99999999999926,33.999999999985725,33.99999999978132,33.999999997286466,33.999999972227066,33.99999976248074,33.999998286407745,33.99998949677664,33.999945013752,33.99975312331906,33.999046208388485,33.99681938428038,33.99081441012415,33.97692820334062,33.94930549926227,33.90176883707333,33.9885000423269,-0.0005749978836551151,67.33300245496007,,,35.3,25.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2.0,0.05,35.13820765384805,34.83008490760937,34.564019118829705,34.35559233166417,34.20737890669516,34.111627553632125,34.0553749565457,34.02529074561911,34.010628147579354,34.004108301485644,34.00146054372423,34.00047752542227,34.000143583936534,34.00003970391324,34.000010095869,34.00000236024812,34.000000507055226,34.00000009941834,34.000000014160136,33.99999998216828,33.99999990000869,33.9999995539118,33.999998172148,33.99999308848311,33.99997586804776,33.99992215815371,33.99976790650261,33.99935996144831,33.99836631308915,33.9961366114439,33.9915248821382,33.982725690027856,33.967218529452694,33.94192966028613,33.90366957778076,33.84978338816359,33.96300371792493,-0.0012748162200985293,66.4982132693395,-0.8347891856205649,,35.3,25.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3.0,0.05,35.169124198819226,34.91560699994729,34.68526320593888,34.488908750046704,34.33184628672313,34.213931070301356,34.13082071659778,34.075807017508474,34.04159514759084,34.021598994957145,34.01060987014906,34.004928978803456,34.00216522669579,34.00089931585443,34.00035315691562,34.00013110814058,34.00004596527503,34.000015039933004,34.00000399873098,33.999998926662656,33.999992995337344,33.99997929318715,33.99994455166906,33.999859762802664,33.999663633494066,33.99923431849216,33.998345068481036,33.99660175632049,33.993366009157825,33.98767710925795,33.978196909121024,33.963209908301316,33.9407088864129,33.90858023348906,33.86487332636739,33.80810403531373,33.935354110925594,-0.0013824803499666418,66.32233022988855,-0.17588303945095163,,35.3,25.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4.0,0.05,35.186479969611696,34.964829376265385,34.75858876762565,34.57567918095269,34.42105206330481,34.29643916633425,34.20069321327038,34.130544468393374,34.081529076011265,34.04885996106651,34.028085924617514,34.01547997786939,34.008178700364,34.004141363912986,34.00200938217867,34.000933760554325,34.00041456462319,34.00017318305074,34.00006124383291,34.00000062821993,33.999945514696314,33.9998573448576,33.999685003408906,33.99934418543238,33.99869155995472,33.99749117118782,33.99537301155597,33.99178717326126,33.98596126165348,33.97687292292006,33.96325178577163,33.943623965919926,33.91640623062267,33.880046183367384,33.83319169108079,33.774861271176064,33.91034622274679,-0.0012503944089402809,66.42025070748046,0.09792047759191291,,35.3,25.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5.0,0.05,35.19836798564606,34.998978280398994,34.81077274649874,34.63982687152888,34.4904110630166,34.364730791326124,34.262989579375635,34.183717922884036,34.12426580859527,34.08134311742637,34.05150830312466,34.031540623137154,34.01867126316674,34.01068245946883,34.0059047949108,34.003150320474745,34.001616066465225,34.00078353950643,34.00032931250981,34.000052746622316,33.99982055921771,33.999524459783224,33.999046859897675,33.99823002405692,33.99684540409494,33.9945619320951,33.990914485811125,33.985276296527005,33.97684129136637,33.96462362423115,33.947481276425755,33.92416812423937,33.89341429057783,33.854028623207924,33.80501113822395,33.745658950831896,33.88685001268285,-0.001174810503196966,66.4579122617851,0.03766155430463414,,35.3,25.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6.0,0.05,35.20716393273323,35.02444828869176,34.8503219432061,34.689621081261386,34.545990950118885,34.42166591646016,34.31744073688315,34.2328142433974,34.16625913171649,34.11555740005931,34.0781412637613,34.05139129175812,34.0328619669047,34.02042430996894,34.0123312222311,34.00722139823794,34.00408170188325,34.002186964256744,34.00103215560619,34.000266721827536,33.999636027268814,33.99893117037368,33.99794624713506,33.99644135692783,33.994109993811186,33.99055057345776,33.98524331167577,33.977535084217216,33.96663585129059,33.951630358047744,33.93150787428737,33.905210670815435,33.87169898591038,33.830026944870234,33.77942100036283,33.719350739887815,33.86475364573702,-0.0011048183472915697,66.49211074250748,0.034198480722380964,,35.3,25.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7.0,0.05,35.214011220140904,35.044385061847166,34.88162155169515,34.72968309620143,34.59169862002015,34.46978501346704,34.36498936371733,34.277346753054815,34.206031494575846,34.14956880476693,34.10607038492159,34.073460682883436,34.049668820613924,34.03277171002332,34.02108422135734,34.01320054051253,34.00799609399438,34.00460156146204,34.00236011716337,34.00077705435489,33.99946829345338,33.99811172088528,33.99640334209544,33.99401906761055,33.990582560846875,33.985639773251904,33.978641296551274,33.96893416234127,33.95576492765236,33.938295585158365,33.91563292879609,33.88687053899512,33.851140733060895,33.80767199292649,33.7558459385141,33.69524723804614,33.8438959430385,-0.0010428851349260527,66.51976053495981,0.027649792452336897,,35.3,25.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,0.05,35.21953721740067,35.06053948270643,34.90718751751589,34.76280239203383,34.63009536846544,34.51102359210746,34.406726094102375,34.31753993708591,34.24308559594821,34.182402830490844,34.13411438770616,34.09659497741872,34.06812640813451,34.04702534384869,34.03173647315602,34.02088974888347,34.01332491176203,34.00808936544058,34.004416653513644,34.00169263493533,33.99941544465262,33.99715395271689,33.99450809533727,33.99107339611101,33.98641131936205,33.98002676098386,33.97135385450111,33.95975117771774,33.94450722053092,33.92485649689672,33.9000059108266,33.869169967127796,33.831612289378114,33.786689870206764,33.73389575332289,33.67289562394298,33.824125219516226,-0.0009885361761135414,66.54108992178529,0.02132938682547092,,35.3,25.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9.0,0.05,35.22411863456345,35.07397364073917,34.928578950174135,34.790769254109605,34.66291735422245,34.54681672255155,34.44361971680948,34.353833103363215,34.277365484033396,34.213615627965744,34.161587293700954,34.12001513606001,34.08748751726098,34.06255492309462,34.043816480981505,34.02998103652753,34.01990275236862,34.0125938515802,34.00721878401668,34.00307480394561,33.99956391073528,33.99616058524485,33.99237901084074,33.9877427008056,33.98175878257029,33.97389864962293,33.96358625365737,33.950194903502,33.93305298746379,33.91145848706111,33.88470148945755,33.85209317049463,33.81299899377866,33.766873267981765,33.71329184420285,33.65197971510262,33.80531137281251,-0.0009406923351857444,66.55704733021699,0.015957408431702902,,35.3,25.7,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
