,PSI,Ratio
14.5,0.8524192450645076,0.993815355878799
14.6,0.8524192450645076,0.993815355878799
14.700000000000001,0.8524192450645076,0.993815355878799
14.8,0.8524192450645076,0.993815355878799
14.9,0.8524192450645076,0.993815355878799
15.0,0.8524192450645076,0.993815355878799
15.1,0.8524192450645076,0.993815355878799
15.200000000000001,0.8524192450645076,0.993815355878799
15.3,0.8524192450645076,0.993815355878799
15.4,0.8524192450645076,0.993815355878799
15.5,0.8524192450645076,0.993815355878799
15.6,0.8524192450645076,0.993815355878799
15.700000000000001,0.8524192450645076,0.993815355878799
15.8,0.8524192450645076,0.993815355878799
15.9,0.8524192450645076,0.993815355878799
16.0,0.8524192450645076,0.993815355878799
16.1,0.8524192450645076,0.993815355878799
16.2,0.8524192450645076,0.993815355878799
16.3,0.8524192450645076,0.993815355878799
16.4,0.8524192450645076,0.993815355878799
16.5,0.8524192450645076,0.993815355878799
16.6,0.8524192450645076,0.993815355878799
16.7,0.8524192450645076,0.993815355878799
16.8,0.8524192450645076,0.993815355878799
16.9,0.8524192450645076,0.993815355878799
17.0,0.8524192450645076,0.993815355878799
17.1,0.8524192450645076,0.993815355878799
17.2,0.8524192450645076,0.993815355878799
17.3,0.8524192450645076,0.993815355878799
17.400000000000002,0.8524192450645076,0.993815355878799
17.5,0.8524192450645076,0.993815355878799
17.6,0.8524192450645076,0.993815355878799
17.7,0.8524192450645076,0.993815355878799
17.8,0.8524192450645076,0.993815355878799
17.900000000000002,0.8524192450645076,0.993815355878799
18.0,0.8524192450645076,0.993815355878799
18.1,0.8524192450645076,0.993815355878799
18.2,0.8524192450645076,0.993815355878799
18.3,0.8524192450645076,0.993815355878799
18.400000000000002,0.8524192450645076,0.993815355878799
18.5,0.8524192450645076,0.993815355878799
18.6,0.8524192450645076,0.993815355878799
18.7,0.8524192450645076,0.993815355878799
18.8,0.8524192450645076,0.993815355878799
18.900000000000002,0.8524192450645076,0.993815355878799
19.0,0.8524192450645076,0.993815355878799
19.1,0.8524192450645076,0.993815355878799
19.2,0.8524192450645076,0.993815355878799
19.3,0.8524192450645076,0.993815355878799
19.400000000000002,0.8524192450645076,0.993815355878799
19.5,0.8524192450645076,0.993815355878799
19.6,0.8524192450645076,0.993815355878799
19.7,0.8524192450645076,0.993815355878799
19.8,0.8524192450645015,0.9938153558787919
19.900000000000002,0.8524192450645015,0.9938153558787919
20.0,0.8524192450645015,0.9938153558787919
